text_id,div_name,heading,segment_text,Zuschreibung der Vorschrift,Philosophische Vorbetrachtung,Datierung der Probenahme,Ort der Probenahme,Art der Erde,Art der Probenahme,Aufteilung der Erde,Fundort der Erde,Imprägnation der Erde,Extraktion,Eindampfen,Bezeichnung des ausgelaugten Salzes,Weiterverarbeitung Erdsalz,Weiterverarbeitung der Mischung von Spiritus und Sal volatile,Sal Volatile extra gewinnen,Extraktion Sal Fixum,Nasser und trockener Weg,Zusammenfügung von zwei Prinzipien,Zusammenfügung der drei Prinzipien,Bezeichnung des Lösungsmittels,Salz mit Gold und Silber zusammenschmelzen,Auflösung von Gold,Beschreibung des Athanors,Erzeugung des Rubinkorns,Bezeichnung des Rubinkorns,Weiterer Syntheseschritt,Zwischenanalyse,Multiplikation,Fermentation,Projection
g1a15,A15 Descriptio Tincturae Universalis,X.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,FIXATIO,"Nimm von diesem unsern bereiteten trockenen Waßer so viel du willst,
        thue es in eine Phiole von solcher größe, daß 3 Theil lehr bleiben, sigillire hermetice, und
        setze es in Athanor und gib 40 Tage lang ein Vaporisches Feuer, so wird es in dieser Zeit
        putrificiren und den Anfang der Philosophischen Nacht machen, nach solcher Zeit, und wenn die
        putefaction vorbey, setze es in Asche, und gieb einen grad mehr [CZ: Feuer], so wird innerhalb
        45 Tagen solches durch alle Farben sich verändern, und zueletzt grüne werden, stärcke also das
        Feuer um einen halben grad, und haltte mit der digestion 21 Tage an, so wird der Aufgang des
        Monden zue sehen seyn, stärcke das [CZ: Feuer] umb den halben Grad, und haltte in solcher
        digestion 21 Tage an, so wird der Mont voll seyn, und die materia im Glaße durch aus weiß
        werden undt gläntzend, halte mit solchem grad der Wärme an, biß der Rand gelb zu werden
        beginnet, dann setze es in Sand, u. gib den 4ten grad, und haltte mit der digestion an, biß
        die Materia im Glaße durchaus roht wie eine Rübe worden ist, welches innerhalb 45 Tagen
        geschehen möchte, alß dann vergrabe die Phiole gantz untterm im Sand und gib 3 oder biß 4 Tage
        starck [CZ: Feuer], so wird sich die Materia scheiden, und in der Mitten ein Rubin rothes Korn
        zu sehen seyn, welches der unschätzbahre Carbunckel oder [CZ: Schwefel] Philosophorum Triumph.
        Auf dieses Zeichen habe gutte acht, nimm hernach die Phiole, wenn es alles wohl erkalttet,
        heraus, und eröffne 15 dieselbe und nimm mit großer Vorsichtigkeit das rothe Korn, alß den
        aller unschätzbarsten Schatz heraus, und bewahre solchen, das andere in der Phiole so auch
        roht und durchsichtig, dienet zur Medicin, der Carbunckel aber wird nicht also zur projection
        dienen, biß er etzlichen mahl mit seinen eigenen Waßer multipliciret worden, so aber in
        kurtzer Zeit geschiehet, das Erstemahl aber die Zeit zu verkürtzen, kan mann den 8ten Theil
        fein geläuttert [CZ: Gold] zusetzen.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,XI.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,MULTIPLICATIO IN QUALITATE,"Nimm Ein Theil dieses Rubin-Korns, u. drey Theil des
        trockenen Waßers, thue es in eine Phiole, und sigillire hermetice im Athanor, und regiere das
        [CZ: Feuer] wie das Erste mahl, so wird in viel kürtzerer Zeit putrificiren, weiß, gelb und
        roth werden, und solches wiederhole so oftt Du wilst, je öftter je beßer, so wird es sich
        allezeit an Kraftt und Tugend sehr vermehren.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,XII.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,MULTIPLICATIO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,IN QUANTITATE,"Nimm Ein Theil der Tinctur und drey Theil des besten gereinigten
        [CZ: Gold], laß das [CZ: Gold] im Tigel wohl fließen und treiben, alßdann trage das Theil
        Philosophice darauf, verdecke den Tiegel, und gib 4 oder 5 Stunden starck [CZ: Feuer], und laß
        es wohl fließen, so wirstu eine rothbrüchige materiam finden alß Glaß (dieses ist der Lapis
        Philosophorum) diese pulverisire und bewahre das Pulver zur projection.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,XIII.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,PROJECTIO,"Nimm 100 Theil purgirten Mercurium, laß solchen in einen Tiegel wohl
        warm werden, und wenn es beginnt zu rauchen, so trage Ein Theil von dem Lapide modo
        philosophico darauf, und verdecke den Tiegel, so wird der Mercurius alle zu einer brühigen
        materia werden, davon trage so lange Ein Theil auf ander 100 Theil Mercurij biß es nicht mehr
        zum Pulver, sondern zu beständigen [CZ: Gold] wird. Ende des trockenen Weges. 16",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,XIV.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,Naßer Weg,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,RECTIFICATIO ET PURIFICATIO PRINCIPIORUM,"Den liquoren worinnen die rohte Sele
        oder [CZ: Schwefel] Philosophorum stecket, rectificire erst, cohibire denselben 2 biß 3 mahl
        erstlich über das Caput mortuum, damit Er Seiner Unreinigkeit desto beßer verlire, und
        dephlegmire solchen zue etzlichen mahlen. Du kanst aber auch diesen liquorem, damit durch die
        cohibitiones nichts mehr vom sale volatili, das noch darbey seyn möchte, verlohren gehe,
        erstlich etzliche Wochen digeriren u. hernach denselben gelinde destilliren und von allen
        phlegmate separiren, so machet sich sich dürch die digestion das Sal volatile loß, und
        sublimiret sich auf; Das Phlegma abstrahire auch nochmahls gantz gelinde, in Balneo, so
        bleibet, woherer etwas das Salis volatilis mit übergestigen, daßelbe in fundo, dieses Sal
        Volatile thue allzusammen in einen Kolbe, und sublimir es so oftt im Sande, biß es gantz weiß
        aufsteiget, und nichts mehr hinter sich läßet, welches in 2 biß 3 Mahlen geschiehet; Das Sal
        Fixum reinige durch öftteres Solviren in dem phlegmate, filtrire, coagulire, und reinige es so
        oftt, biß es ohne alle Unreinigkeit, und durchsichtig worden ist.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,XV:,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,PRAEPARATI [CZ: Schwefel] RIS NOSTRI,"Nimm das reine Sal fixum, thue solches in
        eine Phiole gieß darauf den rectificirten Spiritum oder liquorem, sigillire hermetice, und
        setze es einen Philosophirten Monath in digestion in eine gelinde Wärme, damit sich
        vermittelst solcher Wärme der liquor theile, und deßen [CZ: Feuer]riger Seele, alß der [CZ:
        Schwefel] von den Magneten, alß der [CZ: Salz] fix: angezogen und sichtbahr werde. Alß dann
        wenn es also digeriret, so thue es in ein Kölblein und ziehe den Spiritum in Asche davon, und
        wenn rothe Tropffen im Helm erscheinen, so nimm den übersteigenden Spiritum hinweg, lege eine
        andere Vorlage vor, und setze den Kolben in Sand und regiere das [CZ: Feuer] das der Sand
        ziehet wenn mann darauf Waßer tröpffet, so wird der [CZ: Schwefel] oder die rothe Seele unsers
        Liquoris von dem Magneten durch die Gewald des [CZ: Feuer] wieder über getrieben, und bludroth
        übergehen, wenn nun nichts mehr gehen will, so laß es erkaltten, und bewahre es gar wohl; Du
        kanst auch den liquorem so offt über das [CZ: Salz] fixum cohibiren, biß Er blutroth
        übergehet, aber der Erste Weg ist beßer.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,XVI.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,CONJUNCTIO,"Wiege jedes Theil vor sich selbst sehr genau, damit du solches wieder
        nach dem rechten pondere zusammen fügen kanst, denn hierinne bestehet unser geheimes Gewichte
        welches unser Werck in sich selbst hatt, theile es eines jedweden principij Gewichte in
        gleiche Theile nach der Rechnung u. füge solche wieder zusammen, alß du hättest 12 Loth des
        weißen Spiritus 17 ½ Loth des [CZ: Salz] volat. 2. Loth des Salis Fixi und und ½ Loth der
        rothen Seele, so nimm vom Spiritu 3. Loth, vom Sale Volat. ½. quentlein, vom Sale fixo ½ Loth,
        thue es zusammen in einen Kolben, und destillire es so oftt herüber, biß alles übergehet, und
        nichts am Boden zurücke bleibet, und also hastu das fixe flüchtig gemacht, und solches wohl
        uniret, und ist das menstruum universale ferttig; Alßdenn thue darzu ein Theil der rothen
        Seele, nach obigen Gewichte alß ½ [Unze] und unire es wohl.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,XVII.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,FIXATIO,"Dieses menstrui, wobey der [CZ:
        Schwefel] schon uniret, nimm so viel alß du wilst, und thue es in eine Phiole von solcher
        Größe daß 3. Theil lehr bleiben, die Zeit aber zu verkürtzen setze ein Theil fein gefeilet
        [CZ: Gold] zu 7. Theilen des obigen, sigillire solches und setz es in gelinde Wärme, so wird
        das [CZ: Gold] darinnen aufgelößet, und zu einem Saamen verkehret, in welchem Semine die prima
        materia des [CZ: Gold] enthaltten, und von unserer prima materia angezogen wird, und sich
        unabscheidlich uniret, und die übrige Unreinigkeit sincket an Boden, von solcher Unreinigkeit
        seige das läuttere gar sanftt in eine andere Phiole durch einen gläsernen Trichter von solcher
        Größe wie oben, sigillire es hermetice, und setze es in Athanor, gib 40. Tage ein vaporisches
        [CZ: Feuer], so wird in solcher Zeit die materia putreficiren und die Schwärtze erreichen,
        wenn solches vorbey, so setze die Phiole in Asche, und gib 1 grad mehr [CZ: Feuer], so
        erzeiget sich der Regenbogen, und wird zuletzt eine grüne Farbe, welche unsere gesegnete Grüne
        ist, haltte mit der digestion 45. Tage an, und stärcke das [CZ: Feuer], so beginnet es weiß zu
        werden, haltte in diesem grad der Wärme an, biß alles durchaus gantz weiß und gläntzend wird. Nunmehro hastu die weiße Tinctur, welche, nach Ihrer multiplication [CZ: Kupfer] in [CZ:
        Silber] verwandelt. Setze die Phiole in Sand, und haltte in solchem gradu biß es beginnet umb
        den Sand gelbe zu werden, dann gib den viertten Grad, und haltte aus biß alles im Glaß
        durchaus roth geworden ist, alßdann vergrabe die Phiole in Sand, und gib 3. Tage starck [CZ:
        Feuer], so scheidet sich in der Mitte ein Korn wie ein Rubin, welches die aller edelste tinctur ist, und also ist die Q.
        Essenz erlanget, wofür Gott höchlich zu loben, und Ihme zu dancken ist, die unterste rothe
        durchsichtige Erde ist zur medicin zu gebrauchen alß eine Panacea Dos. 2 biß 3. gr. Sonsten
        wirstu bey diesem Wercke große Wunder sehen, wofür du billig Gott dancken wirst, dass Er dich
        also glücklich gemachet hatt. erweise dich darumb gegen Deinen Nechsten diensttferttig, und
        meyde das Böße, sey nicht stoltz noch neydisch, sondern diene nach der Eigenschaftt Gottes,
        deßen Geschöpffe du bist, nimm jeden, laß dier die Armen befohlen seyn, und solchen auch des
        reichen Seegens Gottes nach nothdurftt genießen, so wirstu alles haben was du bedarffest.
        Diese unschatzbahre Tinctur ist sowohl an Kräftten, alß auch an Gewichte unendlich zu
        vermehren, tingire auch nach der Ersten Fixation nicht über 10 Theile, biß es sich zuvor
        wieder in seinem Waßer, woraus es kommen, erquicket, womit mann eben zu Wercke gehet, wie das
        Erste mahl, außer daß die Zeit viel kürtzer ist;",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Qualität des Goldes; klein gefeiltes Gold; Verhältnis Gold : Menstruum Universale 1 : 7; Gold und Menstruum Universale in Phiole; Digestion; Gold löst sich auf; Abgießen; Goldlösung in Phiole überführen; Phiole zu zwei Drittel leer; Phiole hermetisch sigillieren;,N/A,gefüllte Phiole in Athanor; 1. Phiole in Wasserdampf; 1a. 40 Tage im Wasserdampf; 1b. im Wasserdampf Putrefaction; 2. Phiole in Aschebad; 2b: im Aschebad Pfauenschwanz; nach Pfauenschwanz grün; 2c: weitere 45 Tage im Aschebad: Weiß; 3. Phiole in halben Sandbad; 3a: Phiole schaut aus Sand heraus; 3e: im halben Sandbad jetzt Gelb; 4: Phiole komplett im Sandbad; 4a: 3 Tage im kompletten Sandbad; 4b: im kompletten Sandbad Rot; 4c: im kompletten Sandbad in der Mitte Rubinkorn; 5: rotes Rubinkorn entnehmen;,Quintessenz;,N/A,N/A,Verhältnis Rubinkorn : Menstruum Universale 1 : 3; in Phiole überführen;,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,XIIX.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,MULTIPLICATIO IN QUALITATE,"Nimm 1 Theil der Tinctur, oder des Rubin rothen Korns
        und 3 theil (auch 7. Theil) des menstrui universalis, sigillire es zusammen in einer Phiole,
        und setze es in Athanor, und regiere dieses [CZ: Feuer] per gradus nach Nothdurftt, welches du
        nach der letzten elaboration wohl wahrnehmen wirst, biß es zuletzt wieder fix und zue einem
        Rubin rothen Stein wird, und solches wiederhole 7 mahl, und nachdem es roth worden, gib wieder
        ein paar Tage starck Feuer, so scheidet sich die Tinctur von der Erde.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,XIX.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,LAPIS PHILOSOPHORUM oder MULTIPLICATIO IN QUANTITATE,"18 Nimm 3 Theil gereinigt [CZ: Gold], laß solches in einen gutten Tiegel wohl fließen, u.
        treiben, trage alß denn ein Theil der Tinctura Philos. darauf, verdecke den Tigel und laß es
        ein paar Stunden biß 3 Stunden starck fließen, so wirstu den lapidem alß eine brüchige materia
        finden, die pulverisire und bewahr. Dieses dienet nicht zur Medicin der Menschen, sondern zur
        transmutation der Metallen.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,multiplizierte Tinktur und Gold; Verhältnis Tinktur : Gold = 1 : 3; 3 Stunden schmelzen; Gold und Tinktur schmelzen; Gold wird brüchig; Gold zu Pulver stoßen;,N/A
g1a15,A15 Descriptio Tincturae Universalis,XX.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a15,A15 Descriptio Tincturae Universalis,PROJECTIO,"Nimm 100 Theil Mercury purgati, last solchen im Tigel wohl warm werden
        und wenn Er beginnet einen schwartzen Rauch von sich zu geben, alßdenn trage 1 Theil des
        Lapidis Philosophici darein, verdecke den Tiegel und laß es wohl fließen 4 Stunden, so wird
        aller Mercurius zue Pulver, davon trage einen Theil auf andere 100 Theile biß es nicht mehr zu
        Pulver, sondern zu feinem und beständigen [CZ: Gold] tingiret wird.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fermentiertes Goldpulver und Quecksilber; 1 Teil fermentiertes Goldpulver und 100 Teile Quecksilber in Schmelztiegel; Resultat: Gold;
g1a15,A15 Descriptio Tincturae Universalis,Ende,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a16,A16 Processus Praeparationis Salis Nitri Nostri e Terrae Virginea,[Start of Document],,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a16,A16 Processus Praeparationis Salis Nitri Nostri e Terrae Virginea,A16 Processus Praeparationis Salis Nitri Nostri e Terrae Virginea,25,Alexander Sethonius;,N/A,N/A,N/A,fette Erde;,ohne Steine;,N/A,N/A,N/A,Fass; wie Salpetersieder; Fass mit Stellhölzern; Fass mit Zapflöchern; Stroh auf die Stellhölzer; warmes Wasser; 24 Stunden stehen lassen;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a16,A16 Processus Praeparationis Salis Nitri Nostri e Terrae Virginea,Processus Praeparationis Salis Nitri Nostri e Terrae Virginea,"Laßet Euch machen
        etzliche Fäßer wie die Salpeter-Sieder haben, unten mit Stellhöltzern und Zapffen, laßet einer
        zwerchen Hand hoch rein Stroh fest auf einander auf die Stell-Höltzer legen, schüttet die
        Fäßer fest voll reiner Erde, auß einer Leichen-Gruben, die nicht steinicht, und fein fett ist,
        gießet oben darauf rein warm Wasser, allerdings wie es die Salpeter-Sieder machen, laß es 24
        Stunden stehen, daß es das reine Saltz auß der Erden in sich ziehen, darnach laßt untten
        Zapffenloch fein sacht abtrieffen in ein ander höltzern Gefäß, und machet solcher Erde Laugen
        eine gutte quantität, wenn nun derselben eine gutte Nohtdurfft vorhanden, so laßet solche in
        einen eingemauerten Keßel einsieden, biß der Keßel ein 8 oder 10 eingesotten. Darbey aber ist inacht zunehmen, daß es keinmahl über die
        Helffte einsiede. Wenn nun letzlich ein halber Keßel voll gutter starcker Lauge übrig, so
        schlaget oder thut sie heraus in einen sonderlichen Keßel, der in der frischen Erden stehet,
        und laßets also etzliche Tage kühl und unbedecket stehen, so wächset das reine ErdenSaltz im
        Keßel an, wie anderer Salpeter, daßelbe müst Ihr hernach mit solviren und coaguliren so offt
        reinigen und läutteren, biß es gantz schön durchsichtig und cristallinisch worden. Das heißet
        dann Sal Nitri Terra Philosophicum, welches im Meer der Welt schwebet, das Waßer welches die
        Hände nicht naß macht, ohne welches in der gantzen Welt nichts gebohren noch gezeuget werden
        kann. Und alßdann habt Ihr das Secretum omnium Philosophorum in Händen, und den Brunnquell
        Fontanam Naturae, darinnen der gedachte Spiritus Naturae häuffig verborgen stecket, darauß
        Leben und Gesundheit herfließet, wie ferner wird angezeuget werden.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kessel; Sieden; Eindampfen bis 50 Prozent; Wiederholung 8-10 Mal; Nach Einsieden stehen lassen; Salz kristallisiert aus; Salz wird gereinigt;,"Sal nitri terrae Philosophorum; Wasser, dass die Hände nicht netzt; Secretum omnium Philosophorum; Brunnquell Fontanam Naturae;",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a16,A16 Processus Praeparationis Salis Nitri Nostri e Terrae Virginea,Jetzo wollen wier nun ins Laboratorium Chimicum kommen.,"Dieses unser Sal Nitri
        Terrae, ob es wohl dem Ansehen nach, nur ein einig Ding zue seyn scheinet, hatt es doch drey
        untterschiedliche Salia in sich, denn vor sich selbst ist es erstlich unser Philosophisch Sal
        Nitri, darinnen der Spiritus Mundi stecket, nicht gar flüchtig, auch nicht gar fix, sondern
        einer mittelmäßigen Natur. Fürs Andere hatt es in sich ein Sal Armoniacum, oder Volatile. Fürs
        Dritte stecket auch in Ihme ein Sal Alkali oder Fixum. Also ist es drey einig und imitiret
        Seinen Schöpfer in diesem Puncto welches alles durch die Bereitung des Feuers, auf
        nachfolgende Weise, offenbahr gemacht wird.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a16,A16 Processus Praeparationis Salis Nitri Nostri e Terrae Virginea,PRAEPARATIO SPIRITUS ET SALIS VOLATILIS,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a16,A16 Processus Praeparationis Salis Nitri Nostri e Terrae Virginea,VOLATILIS E NOSTRO SALE NITRI,"Nehmet von gedachten unsern schönen Erden-Saltz 1 lb stoßet es klein, und mischet daruntter
        3 lb seiner eigenen Erden daraus es gezogen worden. (Dieselbe Erde aber muß zuvor in einem
        Töpffers Offen wohl calciniret seyn) machet runde Kugeln daraus, mit ein wenig Waßers, last
        sie trocknen, und destilliret sie in einer gutten irdenen Retorte per gradus [CZ: Feuer]
        herüber in eine Vorlage, darin ein Maaß rein destilliret Waßer sey, treibts zuletzt wenn die
        Spiritus herüber, mit starcken [CZ: Feuer], so sublimiret sich das flüchtige Saltz, theils in
        der Vorlage, theils im Halße der Retorten, Lasts gemachsam erkaltten, den Spiritum und das Sal
        Volatile waschet beydes zusammen in der Vorlage, nehmet nun wieder ein neu lb Salis Nitri, und
        3 lb seiner calcinirten Erden, thut wieder einen Brand, also den dritten, vierten oder so viel
        Ihr wollet, und sammlet den Spiritum sambt dem [CZ: Salz] Volatili, fleißig zusammen,
        ingleichen auch alle Capita mortua, den Spiritum und das Sal Volatile thut zusammen in eine
        gläßerne Kolben, so darzu groß genung, separiret das Phlegma in MB davon, alß dann setzet es
        in die Cineres oder Arenam, ziehet den Spiritum auch besonders herüber, und rectificiret
        solchen etzliche mahl in cineribus, und verwahrets in einem weitten geraumen Glaß, in loco
        frigido, dem Sali Volatili aber, so noch in fundo, gebet starck Feuer, so erhebet sich daßelbe
        auch in die Höhe, solch sublimiren wiederholt so offt, biß es keine feces mehr hinter sich
        läst, daßelbe verwahret dann wohl zuegebunden in loco calido.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ausgelaugte Erde calcinieren; Erdsalz und calcinierte Erde vermischen; Verhältnis Erdsalz zu Erde 1:3; mit Wasser; Kugeln herstellen; Mischung in Retorte geben; in Vorlage Wasser; 1 Maß Wasser; destilliertes Wasser; per Gradus destillieren; Spiritus geht über; Sal volatile geht über; Spiritus und Sal volatile vermischen;,Spiritus und Sal volatile in Retorte; Retorte = Glaskolben; 1. Retorte in Wasserbad; im Wasserbad Phlegma abtrennen; 2. Retorte in Aschebad oder Sandbad; 2.1. Spiritus abdestillieren; 2.2. Sal Volatile übersublimieren; 3.1. wiederholtes Übersublimieren des Sal Volatile; 3.2. wiederholtes Rektifizieren des Spiritus; Spiritus kühl lagern; Sal Volatile warm lagern;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
g1a16,A16 Processus Praeparationis Salis Nitri Nostri e Terrae Virginea,PRAEPARATIO SALIS FIXI,"Jetzt nehmet nun die Capita mortua von allen Bränden vor
        die Hand calciniret Sie noch einmahl mit starcken Feuer in einen Töpffer- oder Ziegel- Offen,
        ziehet alß denn das Sal Fixum heraus, und purificiret solches auf den höchsten Grad. Nun",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,bereits verwendete Kugeln calcinieren; Extraktion mit Wasser; Extrakt reinigen;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
